instance_id,event_id,is_cc,nu_pdg,nu_flavour,nu_energy_truth,nu_dir_truth_x,nu_dir_truth_y,nu_dir_truth_z,zenith_truth_deg,L_truth_km,nu_energy_reco,nu_dir_reco_x,nu_dir_reco_y,nu_dir_reco_z,zenith_reco_deg,L_reco_km,n_primaries,n_total_particles,n_primary_leptons,n_primary_protons,n_primary_pions,n_primary_photons,n_primary_other,leading_lepton_pdg,leading_lepton_energy,n_points_raw,n_points_filtered,direction_recon_ok,is_ccqe_topology,is_ccqe_reconstructed,n_hits,n_hits_w,n_hits_v,n_hits_u,total_adc,mean_adc,max_adc,drift_range,drift_std,channel_range_w,channel_range_v,channel_range_u,hit_density
547,58,True,12,nue,0.43740302324295044,0.058290094613865,0.15418863107129407,0.986320501114251,98.86974255847622,2066.0763351750747,0.09425760848297596,-0.3515043361785761,-0.5154699771704047,0.7814956201307856,58.971125911036786,31.896152845678444,3,4,1,1,0,1,0,11.0,0.34661856293678284,1421,1226,False,False,False,363,84,157,122,111037.171875,305.88751220703125,2626.880615234375,43.443572998046875,4.551630973815918,49.816009521484375,89.13969421386719,78.40557861328125,8.355666326439579
548,59,True,12,nue,0.21461361646652222,0.5824138975444741,-0.812690389763026,0.01812132263041337,35.64037116049512,20.289468719078286,0.4037664826400292,0.14718167886491654,-0.9873378100393599,0.05917433796153078,9.127490088266942,16.71104825678958,39,75,2,7,2,26,2,11.0,0.16573290526866913,89,63,True,False,False,99,26,33,40,29370.177734375,296.66845703125,1523.10888671875,32.188995361328125,8.768880844116211,9.5799560546875,8.8673095703125,8.8673095703125,3.075585270329333
549,60,False,12,nue,10.244987487792969,0.5765973109745048,0.4138037341763228,0.7044870549262784,114.44400449283658,5311.0734928216425,0.3998482792103575,0.006536050941201889,0.9501033077357012,0.3118669342328127,161.82409349406657,12120.730152059932,5,14,0,1,1,3,0,,,2251,2193,False,False,False,1190,416,396,378,306527.90625,257.58648681640625,6981.619140625,169.77638244628906,29.72563362121582,233.34808349609375,300.01947021484375,199.28094482421875,7.009219909468102
550,61,True,-14,numu,0.5588521361351013,-0.18942298682573672,0.13692255010860427,0.9723019836109426,97.86980637474309,1857.55870681871,0.4456557322515421,-0.22851363488686852,0.34508237377226486,0.9103294315699617,110.18682424772757,4443.370597653529,2,9,1,0,1,0,0,-13.0,0.27924540638923645,1455,1090,True,False,False,519,192,172,155,123383.0859375,237.7323455810547,2217.85595703125,59.58638000488281,8.877013206481934,64.74005126953125,65.95428466796875,68.60491943359375,8.710044140245984
551,62,True,14,numu,0.6097944378852844,0.5317938738842922,0.30781942148210006,0.7889502388982228,107.9278677361861,3974.2687113738602,0.5809546779590258,-0.048560260952064234,0.545891616517938,0.8364473946828337,123.08561466326472,6984.247650932065,7,9,1,1,0,5,0,13.0,0.22916848957538605,2122,1866,False,False,False,582,198,144,240,143453.453125,246.4835968017578,1526.5224609375,70.01585388183594,12.153702735900879,139.38897705078125,70.93841552734375,169.412109375,8.31240308776677
552,63,False,-12,nue,6.059741973876953,-0.5456059355732022,0.47573850202084234,-0.6899181406241293,118.40744471594482,6094.96386792113,1.0988960576797187,0.12337470422282037,0.5984789114861869,-0.7915817550097023,126.7610352050038,7651.529217707592,3,4,0,1,0,2,0,,,3807,2958,True,False,False,637,221,144,272,173860.5,272.9364318847656,2273.74267578125,37.50238037109375,5.6086201667785645,117.35498046875,86.27093505859375,124.60888671875,16.985588479897924
553,64,True,14,numu,0.7056164145469666,0.4203781509770461,-0.895523485347032,-0.14601334655785386,26.424250802946922,18.419103218803684,0.4679035582493526,0.11303015184815411,-0.9924334431105643,0.04795879240445512,7.052790842084278,16.62547130897019,7,15,1,1,1,4,0,13.0,0.3544408977031708,2784,1960,False,False,False,553,196,84,273,138134.53125,249.79119873046875,3150.342041015625,169.71603393554688,13.412158966064453,229.5159912109375,207.83111572265625,174.228759765625,3.258383943911941
554,65,True,-12,nue,1.440154790878296,0.06828981479737106,0.12087002209637865,0.9903165852157388,96.94231667287421,1666.0866251783045,1.0700345284082184,0.6610598584977908,-0.14679575132047895,0.7358334532196378,81.55871896886767,106.48328883265992,31,32,1,1,0,29,0,-11.0,1.0678634643554688,3775,3274,False,False,False,1433,458,457,518,329334.53125,229.8217315673828,1684.0347900390625,309.6923522949219,41.48411178588867,369.458984375,196.16360473632812,299.30438232421875,4.627172706658722
555,66,True,14,numu,15.253498077392578,0.3643532144354953,0.4771383531322769,0.7997410375244856,118.4986695355831,6112.696398803013,15.013845889291696,0.37177810478376844,0.4905557495435905,0.7881218797832701,119.37711592560902,6282.68900398048,9,105,1,3,1,4,0,13.0,12.391210556030273,5816,5601,False,False,False,3404,1204,1443,757,748887.875,220.0023193359375,2450.857666015625,510.68963623046875,69.41509246826172,461.42694091796875,494.5345458984375,496.0919494628906,6.665496533522391
556,67,False,-12,nue,0.3739313781261444,0.12571720519612212,-0.21687217851254903,0.968071093724473,77.47461288128783,74.1880446779603,,,,,,,1,2,0,0,0,1,0,,,0,0,False,False,False,1,1,0,0,72.1826171875,72.1826171875,72.1826171875,0.0,0.0,0.0,0.0,0.0,0.0
557,68,False,16,nutau,6.260705947875977,0.22071751804024556,0.9255428335876961,-0.3076592927649221,157.75035250502452,11808.313680034087,0.9414982771697753,0.886852701231194,-0.00010556668260357563,-0.4620522429061568,89.99395147461838,458.0935487389365,1,2,0,1,0,0,0,,,7,6,True,False,False,24,3,10,11,4908.5986328125,204.5249481201172,464.6878356933594,724.7246704101562,356.6623840332031,0.9580078125,373.82666015625,374.29339599609375,0.03311602458133136
558,69,False,-16,nutau,0.1325228214263916,0.9715033333366364,-0.22711895923914235,0.06781040974609262,76.872488055585,71.00088692490135,0.24857859528709672,-0.0022797690414690236,-0.9730288297382995,-0.2306722765120091,13.337318044753466,16.95612871469166,2,3,0,1,0,1,0,,,40,29,True,False,False,23,7,9,7,5114.93408203125,222.38844299316406,686.1729736328125,42.95379638671875,19.264272689819336,67.614013671875,43.552734375,67.35443115234375,0.5354590731149335
559,70,True,14,numu,3.4041666984558105,0.3984995303522222,-0.792761114427003,0.46122439198454657,37.5557041946472,20.79746032280582,3.0008838342029063,0.39017072509039546,-0.8492685032676138,0.35568218206711155,31.86780331178415,19.418794086244816,20,21,1,6,0,12,1,13.0,2.879934549331665,1008,933,False,False,False,1101,303,204,594,333155.96875,302.5939636230469,4591.9638671875,274.4918518066406,45.78706741333008,128.8509521484375,131.38348388671875,274.1787109375,4.011048024753659
560,71,True,14,numu,0.5990208387374878,0.4634691866449823,0.10431665668160202,-0.8799513328414313,95.98779766661667,1471.8809078796826,0.23709983720424693,-0.4465846231416755,0.19567782833084454,-0.873082104886552,101.28432314964017,2574.490308508769,9,12,1,1,0,7,0,13.0,0.15717101097106934,862,704,False,False,False,364,108,142,114,115950.6015625,318.5456237792969,2699.1640625,141.30386352539062,18.738311767578125,64.74000549316406,187.7630157470703,116.0587158203125,2.5760088289064615
561,72,False,-14,numu,0.16363970935344696,0.8050283642212944,-0.443821112658327,0.393639622952151,63.652061464297454,36.98337505457266,0.20761094723153062,0.003195796392280376,0.9999700547333435,0.007048157348771745,179.55659273311704,12755.119020083028,5,6,0,1,0,4,0,,,24,17,False,False,False,28,7,11,10,4133.91259765625,147.63973999023438,824.5842895507812,20.817371368408203,4.4457688331604,32.572021484375,105.007568359375,63.00445556640625,1.3450305278452173
562,73,True,16,nutau,0.43944481015205383,-0.21157058268239828,-0.7555198761419467,-0.6200222619373339,40.92918384653041,21.818093786811914,40.725544621354395,-0.005113683269701045,0.9999656289653003,-0.0065261881254292066,179.5249545340889,12755.062713065086,59,164,1,8,4,41,5,13.0,15.34669017791748,173,147,False,False,False,180,53,68,59,60946.26953125,338.59039306640625,2789.114990234375,271.47894287109375,70.30986785888672,162.4560546875,137.20977783203125,208.29782104492188,0.6630348493933444
563,74,False,14,numu,29.837398529052734,-0.7410330692397629,0.6267916280992504,0.24083655295197162,128.81380934790755,8010.970740931785,26.02593344190452,-0.21412678739822405,-0.9737594249162401,-0.07708632372417956,13.15462840968208,16.94344149054905,62,208,0,8,3,50,1,,,13871,12280,False,False,False,10804,2778,4388,3638,3424574.75,316.9728698730469,11613.6552734375,679.215087890625,118.71695709228516,888.77001953125,773.9281005859375,748.3430786132812,15.90659599973401
564,75,True,12,nue,0.3951103687286377,-0.04190705244951929,0.09028011717752178,0.9950343207133139,95.17972222606498,1310.6585636752968,0.5175721290053986,-0.19474821847870274,0.19595887226650496,0.9610792120212627,101.30074367948244,2577.960483479095,3,4,1,1,0,1,0,11.0,0.31388598680496216,596,554,False,False,False,415,136,143,136,103446.6796875,249.26910400390625,1102.173583984375,99.15553283691406,20.732378005981445,103.0599365234375,57.40411376953125,52.737060546875,4.185343854513603
565,76,False,16,nutau,0.5291889905929565,-0.19106213714003004,-0.1983999422671213,0.9613182213293823,78.5565924110853,80.69654830327659,0.50146006872536,-0.21821358292700982,-0.9638075798156878,-0.1531593331011326,15.461978647890348,17.117907870648196,5,8,0,1,1,3,0,,,105,78,False,False,False,130,38,58,34,46202.00390625,355.4000244140625,1164.4520263671875,17.119125366210938,3.855548620223999,51.73193359375,50.4036865234375,21.00146484375,7.593845901531216
566,77,False,16,nutau,1.6291574239730835,0.2586878355509865,-0.5633735970418173,-0.7846596675591972,55.7105729555154,29.20692106096749,0.514487518313988,0.7901594218139275,-0.5895387058751808,-0.1676072862189976,53.87571979849763,27.92043539799306,39,40,0,2,0,36,1,,,2473,2355,False,False,False,1191,360,457,374,245588.984375,206.20401000976562,1736.8172607421875,257.767333984375,38.40205764770508,299.45001220703125,309.4882507324219,215.22967529296875,4.620445816738728
567,78,True,12,nue,3.4429702758789062,-0.23950584920929543,-0.030096688933694188,0.970428326827779,88.2753263086172,305.50630972409385,2.408893247541493,-0.45752806298911386,0.15937591341600885,0.8747956274469153,99.17067387161796,2129.1398887559976,38,66,1,3,2,32,0,11.0,0.29424500465393066,8795,7972,False,False,False,3316,1097,1165,1054,853748.875,257.4634704589844,3387.875732421875,343.48431396484375,36.734825134277344,318.68499755859375,340.3739013671875,279.702880859375,9.65400708324456
568,79,True,12,nue,10.727084159851074,0.06464872084896522,-0.825225605943421,0.5610911175450083,34.388629022436746,19.982446877007533,,,,,,,3,4,1,2,0,0,0,11.0,10.355481147766113,54603,0,False,False,False,4491,1084,1016,2391,2604338.75,579.9017333984375,78287.828125,218.8246612548828,15.579768180847168,185.3729248046875,257.8443603515625,260.8853759765625,20.52328094212822
569,80,False,16,nutau,1.3029617071151733,-0.07238020264274049,0.005709370307420689,-0.9973607719156035,90.32712459951742,496.57037988633084,0.4133823732370695,-0.6309432569084693,0.2752573110281706,-0.7253578560181687,105.97734880216757,3565.530772873269,51,55,0,8,0,42,1,,,374,278,False,False,False,331,105,126,100,111482.46875,336.8050537109375,2402.796142578125,322.0438232421875,83.87966918945312,341.1230163574219,446.00543212890625,620.0845336914062,1.0278104286169685
570,81,True,14,numu,9.015341758728027,0.46221259717233043,-0.8727363909159008,0.15713276865853607,29.221800171760982,18.898416048854415,9.688864579126339,0.3580301361038454,-0.9119860774814266,0.20023939702641733,24.218728051312244,18.087654807733088,53,101,1,15,1,34,2,13.0,3.380417823791504,5570,4933,False,False,False,4482,1140,1601,1741,1393001.125,310.79901123046875,14840.8935546875,723.578369140625,86.92829132080078,472.9230041503906,445.60736083984375,639.9041748046875,6.194215016851808
571,82,False,14,numu,0.3169981837272644,0.6122272254312467,0.5544549119992944,0.5636998979959212,123.67317867862764,7092.873968975095,0.5343648928501702,0.5207732361694237,0.5160772157026665,0.6800437808863551,121.06948479790702,6606.166633763576,2,5,0,1,0,1,0,,,83,63,True,False,False,78,26,35,17,37735.078125,483.7830505371094,1777.4130859375,58.523223876953125,15.017829895019531,105.3800048828125,57.40409851074219,114.80819702148438,1.332804224251169
572,83,True,12,nue,0.4145185053348541,-0.13145322587065936,0.033040021846042586,-0.9907716216992746,91.89339839927241,715.1803154280149,0.4936631361087191,-0.27849017111173324,0.45385455156617155,-0.8464391712443528,116.99125825273872,5817.829126133315,3,4,1,1,0,1,0,11.0,0.20593051612377167,533,523,True,False,False,393,114,127,152,109200.9296875,277.8649597167969,1399.102783203125,118.5113525390625,25.613910675048828,100.18600463867188,94.35440063476562,69.30471801757812,3.3161380034918033
573,84,True,14,numu,2.226555824279785,0.6454337826100209,0.04961280694994352,0.7622032548161074,92.84377188720038,873.0790523436799,2.0758482920046157,0.7172568325374603,-0.17967879544161372,0.6732445073277468,79.64894888696956,88.52569249237126,11,29,1,2,1,5,2,13.0,1.6681859493255615,1715,1392,False,False,False,2065,498,742,825,405553.625,196.39401245117188,1545.7373046875,381.9947814941406,108.69158935546875,392.85498046875,299.77099609375,552.9483032226562,5.4058330114430495
574,85,True,12,nue,0.6442708969116211,0.44488706705573544,-0.8454175800621101,-0.295541220286564,32.2832962372873,19.506929201789717,0.6066352799362041,-0.28377399166105993,-0.9568661870252928,-0.06228500449085562,16.88962915940971,17.241737232781816,15,16,1,1,0,13,0,11.0,0.3642776608467102,614,528,False,False,False,506,102,207,197,123727.109375,244.5199737548828,6977.1171875,217.83633422851562,28.959440231323242,183.05300903320312,163.96133422851562,156.02737426757812,2.3228448173810787
575,86,False,16,nutau,0.14102526009082794,0.33328991014932924,-0.9412210663063533,0.054961260300171344,19.74235990906697,17.527503364781296,0.005418799351900815,0.2995456469477951,-0.8406845669846597,-0.45113397591895277,32.78752104496681,19.616352521828958,15,16,0,3,0,10,2,,,12,10,True,False,False,17,2,9,6,2247.84814453125,132.2263641357422,296.1205139160156,228.96792602539062,114.25057220458984,0.47899627685546875,374.2934265136719,154.70362854003906,0.0742462068600597
576,87,False,-14,numu,1.073521375656128,-0.9174585770309208,-0.35522748228917167,-0.17911782507303506,69.19261311513088,46.040841489093054,0.015448049314684076,0.1880819474573365,-0.8982021407426822,-0.397313598314881,26.07725619476357,18.36434903037116,7,8,0,0,0,7,0,,,148,138,False,False,False,134,39,47,48,18542.4765625,138.37669372558594,528.4151611328125,371.4263916015625,126.76791381835938,178.74203491210938,368.3836364746094,489.7256164550781,0.3607713480514999
577,88,True,16,nutau,7.596140384674072,-0.5328599128970536,0.4681833465237278,-0.7048862796687049,117.91643810502502,5999.2695473099775,3.766547389152915,-0.426055208408817,0.5152764797203935,-0.7436175823867254,121.01593706524422,6596.01509039392,22,61,1,2,2,16,1,11.0,0.45754575729370117,14458,12394,False,False,False,3732,1245,1135,1352,1000911.875,268.1971740722656,5479.3095703125,615.6504516601562,44.770809173583984,325.31597900390625,311.21258544921875,328.7064208984375,6.061881364557323
578,89,True,12,nue,2.6849048137664795,0.9975204534142599,0.06950847903356663,-0.011023446042389704,93.98575637634742,1080.2916056069755,2.4001025735437613,0.800058864437803,0.5903325755967969,0.1068328770732364,126.18061232614633,7548.129845537589,20,41,1,5,0,13,1,11.0,1.5135022401809692,3711,3230,False,False,False,1988,521,784,683,578853.4375,291.17376708984375,7324.720703125,440.5947265625,64.63076782226562,639.6900024414062,586.6240234375,400.87744140625,4.512083055351764
579,90,False,16,nutau,0.18955130875110626,0.2947991302137927,0.6647531463680749,0.6864377081854813,131.66339024354605,8493.07120823398,0.3179129034594218,-0.010204402020748574,0.9355149030803324,0.35313982541480005,159.3114909415191,11935.158448028833,4,5,0,1,0,3,0,,,91,73,True,False,False,39,11,18,10,11474.1318359375,294.20849609375,1381.5716552734375,29.153366088867188,10.102897644042969,65.14404296875,62.537841796875,43.86981201171875,1.337752898966029
580,91,False,-16,nutau,0.5352659225463867,0.05734186877628311,0.5469525524449578,0.8351974709367774,123.15819548534685,6997.704962234337,0.0081642324318079,-0.28658757098956666,-0.6828814707924845,0.6719676041317714,46.9307762450465,24.126701248913378,6,7,0,2,0,4,0,,,42,32,False,False,False,32,9,10,13,6620.6279296875,206.89462280273438,809.5379638671875,110.6505126953125,47.05153274536133,64.18603515625,91.93994140625,42.9364013671875,0.2891988407511068
581,92,True,14,numu,0.44588908553123474,-0.25944959528273154,-0.8214952998840563,0.507770991467641,34.76523965775205,20.0728386582623,0.30409126097318695,-0.006824426048092481,-0.9726084537880494,0.23234935512958477,13.441330309501293,16.963437399071154,3,4,1,1,0,1,0,13.0,0.31500041484832764,24,20,True,False,False,63,14,13,36,29715.0,471.6666564941406,2708.420654296875,31.42071533203125,8.904180526733398,3.832000732421875,7.00048828125,13.067596435546875,2.0050466494559993
582,93,True,12,nue,0.37992700934410095,-0.9660335188691098,-0.23550546552770063,-0.10637864507478026,76.37857989939074,68.58490639560569,0.13686231369767352,-0.35189756630330893,0.8203104902909962,-0.4508423253736872,145.11588710796966,10470.037055503788,26,27,1,3,0,22,0,11.0,0.2705082893371582,1385,1309,False,False,False,506,149,141,216,107237.1640625,211.93115234375,2450.2529296875,149.8866424560547,21.265071868896484,165.7340087890625,168.01202392578125,193.68051147460938,3.375884546538924
583,94,True,14,numu,1.2587000131607056,-0.4535605460181605,-0.8889600486812668,0.06350482614973454,27.25714340946836,18.554653960632095,1.304591974801494,-0.18764148083074997,-0.9418287514516692,-0.27883557450697205,19.639025311292496,17.516227234284088,18,20,1,3,0,14,0,13.0,1.0936293601989746,1855,1403,False,False,False,1412,323,780,309,408089.6875,289.0153503417969,2717.927978515625,236.37396240234375,34.27497100830078,236.70098876953125,442.0458984375,131.99261474609375,5.973585185311423
584,95,False,-12,nue,2.5933079719543457,-0.0396862074773437,0.7480026645924884,-0.662508127269849,138.41765748481103,9550.842299091702,0.6136035293095236,0.2123660234293913,0.9722842420892749,-0.09779583159660588,166.47898755006378,12402.898038439656,16,31,0,3,0,13,0,,,183,137,False,False,False,224,59,91,74,64878.625,289.63671875,2473.23486328125,538.7175903320312,151.97825622558594,806.93603515625,1001.360595703125,533.4202270507812,0.41580227566347083
585,96,True,12,nue,4.615348815917969,-0.7898617828466398,0.31872229933935536,0.5239603610027784,108.58567255569874,4111.39421771112,4.201122003070493,-0.7939882643596259,0.32199866648100345,0.5156544335537552,108.7838389077305,4152.623609567267,4,5,1,3,0,0,0,11.0,4.146683692932129,12472,10625,True,False,False,3144,814,1219,1111,1096445.75,348.7422790527344,10172.2333984375,172.96136474609375,32.95703887939453,135.15298461914062,124.53262329101562,115.665283203125,18.177469891124954
586,97,True,14,numu,1.0119441747665405,-0.5804324009130694,-0.5893143597285586,-0.5619669148517631,53.8916318282122,27.930985939311086,0.8468847849568317,-0.3126236342003366,-0.41127929322843887,-0.8562218207339088,65.71477663112051,39.86732352068657,13,14,1,1,0,11,0,13.0,0.7006633281707764,386,378,False,False,False,423,75,166,182,101520.765625,240.00181579589844,2264.639892578125,87.60983276367188,22.738319396972656,102.02700805664062,155.4110870361328,91.93991088867188,4.828225173549245
587,98,True,14,numu,1.5640558004379272,-0.12601588282231707,0.36666357047344916,-0.9217797043568349,111.50999758785993,4715.559415577689,,,,,,,1,3,1,0,0,0,0,13.0,1.2488042116165161,89547,0,False,False,False,2538,947,560,1031,379427.75,149.49871826171875,510.0025939941406,21.561309814453125,3.9625704288482666,454.7209777832031,258.38433837890625,480.53350830078125,117.71084511288412
588,99,True,12,nue,1.6373295783996582,-0.03023302234319558,-0.7393649345129674,0.6726257934190683,42.322654198718205,22.292591556434672,0.7183030317014747,-0.6817171054935245,-0.6935878565412784,-0.23280393754403278,46.08520582535967,23.756283209742833,12,45,1,0,1,10,0,11.0,0.7223814129829407,2022,1866,False,False,False,1315,375,467,473,297426.84375,226.18011474609375,3151.8779296875,357.92779541015625,51.76520919799805,211.79296875,210.8648681640625,225.814208984375,3.6739253471307434
589,0,True,14,numu,2.2254159450531006,-0.6681096739796754,-0.7302167480599715,0.1428739457966074,43.095432114260035,22.570533622162657,10.218643368503884,0.34301933959009834,-0.6880236787949866,0.6395007037404931,46.52613118871528,23.947364773603113,32,107,1,3,5,21,2,13.0,4.41531229019165,4598,3736,False,False,False,1620,494,564,562,436432.6875,269.40289306640625,3174.150146484375,245.58840942382812,29.976539611816406,293.7020263671875,297.67828369140625,264.30181884765625,6.596402508573844
590,1,False,14,numu,13.971572875976562,0.24510522390584236,0.9233213303182547,0.2956368552690872,157.41657196949737,11780.05670340314,,,,,,,1,11,0,0,0,1,0,,,5518,4699,False,False,False,2997,715,1445,837,1018022.5625,339.6805419921875,6364.3310546875,140.50018310546875,14.263103485107422,379.99700927734375,291.98675537109375,390.3108215332031,21.330933054729567
591,2,True,12,nue,2.8943960666656494,0.3693938243750851,-0.9245784458972266,-0.0932893343090093,22.3951261527995,17.842057779178504,2.7353315988466926,0.4813133440895941,-0.8765108860185119,-0.008132127171603335,28.775704067092345,18.817308274609786,7,8,1,2,0,3,1,11.0,2.3873934745788574,5605,4572,False,False,False,1684,266,767,651,695461.125,412.9816589355469,16533.33203125,73.86428833007812,8.749319076538086,71.8499984741211,190.88031005859375,196.01400756835938,22.798567996413794
592,3,False,12,nue,0.12875500321388245,0.412665094359707,-0.6122276241387041,-0.6744515224525569,52.2492504308415,26.892936264737727,0.2761100765750341,-0.001032297109922127,-0.9911842390746293,0.1324867486684046,7.6135482119533515,16.646369566603425,8,9,0,2,0,5,1,,,57,42,False,False,False,59,14,21,24,14928.619140625,253.02745056152344,1981.3060302734375,145.06686401367188,56.85392761230469,49.81597900390625,87.513671875,35.228424072265625,0.4067090055413311
593,4,True,12,nue,0.1618698239326477,-0.2677089106192629,-0.28364321686835375,0.9208031628418853,73.52223580588634,57.33717766666223,0.27994401078585895,-0.06323172850076494,-0.994899255478117,-0.07859529222475042,5.789475109447336,16.584373526480704,3,4,1,1,0,1,0,11.0,0.09044192731380463,354,293,True,False,False,151,45,38,68,39875.4375,264.07574462890625,1346.7835693359375,133.56231689453125,20.265335083007812,132.6829833984375,136.207763671875,112.94140625,1.1305584053265456
594,5,False,16,nutau,3.1331145763397217,0.32995628993732556,-0.9427622932599111,-0.048250441843666794,19.47925448610417,17.49893274349415,0.6625270379683709,-0.13030137761721547,-0.5940055536132415,0.7938381152777199,53.558227305168664,27.712009538895927,15,16,0,1,0,14,0,,,780,739,False,False,False,461,142,142,177,143673.359375,311.6558837890625,3571.09521484375,134.6000518798828,22.861434936523438,227.1209716796875,175.6287841796875,241.90020751953125,3.4249615327889824
595,6,True,12,nue,0.4198997914791107,0.26068338636136257,-0.8700604505694362,0.41837660597849213,29.534334995335072,18.956341798570975,0.20908507479096375,-0.871087023100405,-0.489824842687801,-0.03576341247623594,60.67093035554763,33.54876614239993,6,7,1,1,0,4,0,11.0,0.28116530179977417,715,549,False,False,False,327,79,138,110,82174.203125,251.29725646972656,2967.74169921875,66.8377685546875,12.319229125976562,108.2540283203125,38.2694091796875,146.5438232421875,4.892443405444401
596,7,True,-12,nue,0.8524267077445984,0.5602099199143692,0.18556174588578878,0.8072990053836027,100.69388516088229,2449.783075301706,0.7179735349571461,-0.8076461376243357,0.12280413280725207,-0.5767381219808098,97.05396483827415,1689.0107360455047,9,10,1,1,0,7,0,-11.0,0.722655177116394,1322,1254,False,False,False,791,244,260,287,217072.234375,274.4276123046875,2687.73583984375,165.08299255371094,46.71952819824219,292.7440185546875,269.2095947265625,376.08392333984375,4.79152932572774
597,8,False,14,numu,0.7309392094612122,0.7492255366165755,0.48665652800577114,0.4492510645852412,119.12106073353458,6233.282345282065,0.38313834493017745,-0.12832502439756116,-0.4989472185586814,0.8570789702273186,60.06962705117975,32.94173581442965,2,3,0,1,0,1,0,,,94,70,False,False,False,31,11,8,12,15319.58203125,494.1800537109375,1159.2786865234375,70.04871368408203,20.571552276611328,63.70703125,60.670989990234375,43.40313720703125,0.44254916856588167
598,9,True,14,numu,1.033908724784851,-0.5728643637862483,0.2145665657833387,-0.7910673862268127,102.39009992232901,2808.3074655963037,0.9789494164447448,-0.682831424028485,-0.14135590058359473,-0.716770364712041,81.87368603607777,110.14109740796118,6,12,1,0,0,4,1,13.0,0.9851009249687195,1475,1011,False,False,False,1652,589,597,466,345996.3125,209.4408721923828,1066.780517578125,356.22528076171875,79.43042755126953,293.22296142578125,273.63580322265625,209.69790649414062,4.637514767249304
599,10,False,16,nutau,0.42519399523735046,-0.7218575853546708,-0.5694058644822099,-0.3933174137502577,55.29119473734013,28.899962826752017,0.00201776041649282,0.6435901228261152,0.5656819802895331,-0.5155537323852658,124.4496626487295,7235.311439463054,3,4,0,0,0,3,0,,,9,6,False,False,False,20,3,11,6,1305.002685546875,65.25013732910156,125.4227066040039,595.843505859375,290.8921813964844,37.36199951171875,427.7380065917969,68.84567260742188,0.03356586050418447
600,11,False,16,nutau,0.342881977558136,-0.7257100980176074,-0.40284911556581104,-0.5577252403496891,66.24358829714123,40.68870927604348,0.4445383521471063,-0.4391008039753004,-0.8634071099737759,-0.24843237791193176,30.29868725537264,19.10191402552664,1,2,0,1,0,0,0,,,17,11,True,False,False,26,5,13,8,21402.576171875,823.176025390625,2219.814208984375,3.5991363525390625,1.2395299673080444,1.916015625,5.600341796875,3.26690673828125,7.223955264061592
601,12,True,-14,numu,0.6160712242126465,-0.5321757924106403,-0.816140123947644,-0.22517598463164604,35.29974876101638,20.20404010270795,0.7234963687267483,-0.3524484289730863,-0.8763917740287008,0.3282035394830926,28.789878002026366,18.819857176150435,10,86,1,1,1,7,0,-13.0,0.5340064764022827,287,214,False,False,False,444,90,121,233,117721.0859375,265.1375732421875,898.4822998046875,73.02719116210938,21.337785720825195,42.631011962890625,42.00300598144531,106.87429809570312,6.079927119398401
602,13,False,14,numu,8.725837707519531,-0.03745273007714865,-0.8683590341098277,-0.4945198488328002,29.731494967201037,18.993356860527456,,,,,,,0,3,0,0,0,0,0,,,9661,7955,False,False,False,5351,1293,2476,1582,1549699.125,289.6092529296875,7643.4404296875,701.575927734375,39.81031799316406,223.28900146484375,538.9473266601562,218.565185546875,7.627114597959741
603,14,False,12,nue,0.4387062191963196,-0.30470097908613536,0.3250180256363197,-0.8952768266605693,108.96666706980467,4190.627595241014,0.00851657189306626,0.21714717848627196,-0.2861480765133116,-0.9332557962226559,73.37251314220288,56.850509130099,4,5,0,0,0,4,0,,,26,20,False,False,False,23,8,7,8,2160.303466796875,93.92623901367188,224.34100341796875,54.28680419921875,16.527976989746094,12.454002380371094,108.7410888671875,89.13970184326172,0.42367570423920803
604,15,True,14,numu,1.2201595306396484,-0.6076037374107226,0.2776611020726793,-0.7441249966775119,106.1206614452429,3595.658083941463,0.9206062103883181,-0.7997602084720329,0.24266768283386783,-0.5490865183673805,104.04404282031092,3157.9891074842,6,20,1,2,2,1,0,13.0,0.6952900886535645,996,885,False,False,False,921,247,291,383,225660.875,245.01724243164062,3275.231689453125,254.27688598632812,80.44330596923828,106.8919677734375,109.8240966796875,105.6239013671875,3.622035862313966
605,16,True,12,nue,19.72229766845703,-0.9412435163945588,-0.30368816505178164,0.14776380224089977,72.32074182413355,53.65818811287045,,,,,,,16,68,1,4,7,4,0,11.0,12.942656517028809,21475,0,False,False,False,7483,1574,2977,2932,2045690.0,273.3783264160156,27865.80078125,287.39813232421875,50.92937088012695,562.9749755859375,711.5499877929688,269.28594970703125,26.037051596279337
606,17,False,14,numu,0.20244412124156952,0.30549687745418125,-0.6657609537689732,-0.6807598771243588,48.25926979928829,24.743581939081196,0.0072554983682152465,-0.02139783021008031,-0.9709197322145124,-0.23844707265722478,13.851440389410786,16.992861141963658,4,5,0,1,0,3,0,,,36,34,False,False,False,44,5,18,21,4890.9638671875,111.15827178955078,304.64105224609375,425.1360168457031,171.28428649902344,160.46502685546875,468.5668029785156,508.01043701171875,0.10349628884999681
