instance_id,event_id,is_cc,nu_pdg,nu_flavour,nu_energy_truth,nu_dir_truth_x,nu_dir_truth_y,nu_dir_truth_z,zenith_truth_deg,L_truth_km,nu_energy_reco,nu_dir_reco_x,nu_dir_reco_y,nu_dir_reco_z,zenith_reco_deg,L_reco_km,n_primaries,n_total_particles,n_primary_leptons,n_primary_protons,n_primary_pions,n_primary_photons,n_primary_other,leading_lepton_pdg,leading_lepton_energy,n_points_raw,n_points_filtered,direction_recon_ok,is_ccqe_topology,is_ccqe_reconstructed,n_hits,n_hits_w,n_hits_v,n_hits_u,total_adc,mean_adc,max_adc,drift_range,drift_std,channel_range_w,channel_range_v,channel_range_u,hit_density
60,60,False,-14,numu,0.23467296361923218,0.8982313449208796,-0.4383725726326184,0.03177953059891261,63.99990910615276,37.43699689078494,0.39190673495227213,0.622456820849384,0.6391304057517941,0.45172982038119314,129.72700656883802,8167.650451072272,2,7,0,1,0,1,0,,,49,43,True,False,False,42,15,13,14,9847.19921875,234.45712280273438,1487.1531982421875,39.81477355957031,10.592103004455566,48.858001708984375,78.40557861328125,6.067100524902344,1.0548848139789162
61,61,False,14,numu,10.533312797546387,-0.6827086528517947,0.6401592916754252,-0.3522853624590518,129.80369850391958,8180.716273181283,7.7059355161887,-0.6716211281050448,0.6677092856635891,-0.32107533402852134,131.89051161426883,8530.62038888327,22,23,0,5,0,16,1,,,13464,11129,False,False,False,5486,1366,1919,2201,1950232.5,355.49261474609375,10397.5869140625,208.2911376953125,32.68266296386719,138.91000366210938,137.676513671875,218.88229370117188,26.338134501069845
62,62,False,14,numu,2.4212796688079834,0.8581394684792775,-0.508130618272093,-0.07348419838661598,59.46060880194567,32.35232810609659,0.8340653982336522,0.3908865506977857,-0.874408721270025,0.28743189219449383,29.024924956134406,18.86239442747228,8,23,0,4,1,3,0,,,490,388,False,False,False,415,139,144,132,124124.875,299.0960693359375,2608.474365234375,51.169952392578125,9.957539558410645,229.0369873046875,249.8341064453125,160.6944580078125,8.11022837809388
63,63,True,14,numu,3.5337483882904053,0.8004735559316157,-0.11701537592930146,0.5878345754124359,83.28011746188129,129.8743790700022,3.5010231380004804,0.7818365953216371,-0.0870781077119111,0.617372611453718,85.00446513592144,165.1446595386999,3,4,1,1,0,1,0,13.0,3.504258871078491,2742,2600,False,False,False,3038,993,996,1049,667917.25,219.85426330566406,1249.685302734375,562.9356689453125,165.52528381347656,445.6199951171875,324.89654541015625,399.56854248046875,5.396709015955307
64,64,True,-12,nue,4.2767333984375,-0.5529856048693457,0.7263375920930634,-0.40821639251717273,136.58023375205312,9275.5050751181,3.5905783661079766,-0.5650857802571367,0.7131416432401461,-0.4148578764202591,135.49110637042082,9107.819640687652,22,38,1,2,2,16,1,-11.0,3.5988669395446777,2452,2159,False,False,False,1199,251,440,508,565330.5625,471.501708984375,8360.7890625,330.570068359375,53.03439712524414,155.6750030517578,362.62591552734375,264.1521911621094,3.627067646961075
65,65,True,14,numu,0.357524037361145,-0.5536991890501544,-0.38376311647956035,0.7390149379241915,67.43302553562256,42.678383956951166,36.36663405681222,-0.3196112569864514,-0.20827790443288768,-0.9243749017214744,77.97854788992703,77.0841825395305,52,178,1,5,4,41,1,13.0,0.21817167103290558,216,167,True,False,False,247,58,104,85,75323.921875,304.95513916015625,2170.60791015625,36.57698059082031,12.52010726928711,64.6650390625,65.80474853515625,39.66949462890625,6.752881074661186
66,66,False,-14,numu,51.620914459228516,0.6669532714718721,0.15614520924648215,-0.7285547387138043,98.9832206664945,2089.8427153120265,,,,,,,32,121,0,5,1,26,0,,,22330,0,False,False,False,8529,2707,3207,2615,2416737.25,283.35528564453125,5083.6513671875,670.386474609375,68.83040618896484,620.455078125,543.1624755859375,523.469970703125,12.722512047949253
67,67,True,12,nue,0.17777010798454285,0.8846632614504655,-0.242508762300917,0.398196451575228,75.96534301657279,66.68736295066401,0.29016282793446885,0.06302499973131491,0.8342704066385803,-0.5477414883099192,146.53994420733653,10647.537323199798,6,7,1,1,0,4,0,11.0,0.12629619240760803,902,775,False,False,False,249,85,105,59,51487.87109375,206.77859497070312,1082.953125,28.833526611328125,5.353997230529785,79.99298095703125,68.13824462890625,66.27142333984375,8.635780262209508
68,68,False,12,nue,0.3101041913032532,0.954852629836032,0.29704581496611754,-0.004498789429235992,107.28025402084104,3838.891255728917,0.002895822981372475,0.07785854636091753,-0.9965498839229963,-0.02874674958369413,4.760794402141352,16.556975639317898,1,2,0,0,0,1,0,,,16,12,True,False,False,14,2,6,6,1738.095458984375,124.14967346191406,158.2804412841797,200.26708984375,90.37028503417969,0.47900390625,373.82672119140625,373.82672119140625,0.06990664322791584
69,69,False,-12,nue,0.21141858398914337,-0.6759760165451306,-0.5533501302723335,-0.4866827081203613,56.40284912055818,29.731592747526975,0.007308459925498921,-0.8208486577738678,0.4716730514384699,0.32207454661547263,118.14295283533669,6043.4683275009575,14,15,0,0,0,14,0,,,28,21,False,False,False,29,9,10,10,2984.216796875,102.9040298461914,251.34466552734375,124.10359191894531,50.05258560180664,46.05902099609375,45.4195556640625,33.135711669921875,0.23367575064983223
70,70,True,-14,numu,5.31082010269165,-0.48743166041075947,-0.7162885170723562,0.4993407020657287,44.251102430841605,23.00723637143892,5.12886030901547,-0.5911411188120329,-0.6853917401270597,0.4251944734062981,46.73357691897602,24.038821216587166,12,13,1,0,0,11,0,-13.0,5.1299333572387695,624,528,False,False,False,594,183,108,303,134122.9375,225.7961883544922,1881.513427734375,281.43145751953125,68.75813293457031,99.70703125,105.62380981445312,105.94091796875,2.1106382535746793
71,71,False,-16,nutau,0.8199289441108704,-0.5612301736280487,-0.2499327478358871,0.789021111104534,75.52646741354057,64.78503862266007,0.009586541347222224,0.5275394821415581,0.8392925853026592,0.13149163866115407,147.06549359867643,10711.397011718798,12,13,0,0,0,12,0,,,91,70,False,False,False,72,22,25,25,8118.46337890625,112.75643920898438,322.6153564453125,319.6966552734375,96.15411376953125,394.36700439453125,171.3372802734375,801.072998046875,0.22521349164074983
72,72,True,-14,numu,8.54851245880127,-0.5005923427634719,-0.5084499427924882,-0.7006325442347753,59.43936373796295,32.33221060658934,8.191389663006909,-0.5119097089364012,-0.5197908364150875,-0.6839341607754014,58.68177773557018,31.633529748132332,8,61,1,1,3,3,0,-13.0,2.3318674564361572,5135,4902,False,False,False,2527,869,928,730,771306.375,305.2261047363281,4255.8349609375,205.0970916748047,16.600383758544922,241.01202392578125,230.08309936523438,248.43402099609375,12.320993824752666
73,73,False,12,nue,1.091957926750183,0.06083893892491234,-0.992996367438635,0.10127604733680237,6.785050788111194,16.616071120381093,0.40389885583162827,-0.29762056570982587,-0.7926106572142119,0.5321563162615085,37.569844836297776,20.801391999854786,11,12,0,1,0,9,1,,,705,647,False,False,False,445,148,150,147,81512.765625,183.1747589111328,1293.1541748046875,107.97406768798828,22.50762176513672,212.676025390625,178.74609375,191.813720703125,4.121359966597837
74,74,True,12,nue,52.73604202270508,-0.5646383176894129,-0.7461357053777417,-0.35279608750286545,41.74325962472077,22.091238777042236,,,,,,,136,403,2,15,13,102,4,-11.0,0.029207879677414894,46292,0,False,False,False,15276,3157,6672,5447,6216231.0,406.92791748046875,31434.529296875,407.1490478515625,41.67190170288086,546.2099609375,556.6055908203125,554.1224975585938,37.519429507715046
75,75,True,12,nue,31.03789710998535,-0.11680671791722257,-0.36781169451810597,-0.9225349576168514,68.41927802998073,44.49547258718394,,,,,,,45,288,1,2,3,39,0,11.0,1.7604464292526245,166981,0,False,False,False,20638,5694,8651,6293,7642733.0,370.3233337402344,12621.5205078125,570.3492431640625,31.194318771362305,704.35498046875,827.667236328125,568.2731323242188,36.18484682386687
76,76,True,14,numu,1.3331880569458008,0.7736108553626123,0.45317022586650946,-0.44290291357500045,116.94726501029375,5809.165453197372,0.872025126415006,0.43574744528787424,-0.017416207758409664,-0.8999004609579924,89.0020743468016,361.0545168271454,15,18,1,3,0,11,0,13.0,0.8554604649543762,2545,2422,False,False,False,1673,623,552,498,303322.0,181.3042449951172,2199.438232421875,220.45321655273438,44.72534942626953,361.719970703125,261.96826171875,364.642333984375,7.588911725403668
77,77,True,-14,numu,0.5117482542991638,-0.5474128581687913,0.8143655793771796,-0.19273781631310793,144.5246800344258,10394.451010431732,0.2230274370607514,-0.5763935332726358,0.6161574635019579,-0.5367685487920472,128.0360718705101,7875.952504899274,13,48,2,1,1,9,0,-13.0,0.14907504618167877,967,846,False,False,False,486,147,159,180,104195.078125,214.39315795898438,2011.7650146484375,187.4317626953125,24.432209014892578,229.5159912109375,208.7645263671875,124.758544921875,2.592943655926864
78,78,False,14,numu,4.604959011077881,0.061145614442127266,-0.24508611536938238,0.9675711911211704,75.8130770655094,66.01466318139614,0.5036335016777601,0.5279494204887338,0.08902993761471445,0.8445964004268133,95.10780257955996,1296.487698777807,9,12,0,4,1,4,0,,,6774,6305,False,False,False,3021,1044,830,1147,681202.5625,225.4890899658203,3931.829345703125,230.7706298828125,29.996816635131836,422.552978515625,367.4425354003906,338.04052734375,13.0909206320323
79,79,True,14,numu,0.5033426284790039,-0.7188205136001031,-0.3053447332759511,-0.6245491678709711,72.22109491796523,53.37487536315916,0.2812691407289383,-0.18598655084600155,-0.25486283075688715,-0.9489225154895388,75.23454261624745,63.57949616350288,6,7,1,1,0,4,0,13.0,0.32653942704200745,233,178,False,False,False,345,93,114,138,107491.125,311.5684814453125,872.0759887695312,187.1946258544922,39.0517692565918,40.23602294921875,116.67501831054688,142.8101806640625,1.8430016269172766
80,80,True,12,nue,0.4392537772655487,-0.718282879786724,-0.5969824674838976,-0.3573256751510136,53.34591288462787,27.57481814044195,0.2586546558983655,0.7839002133229044,0.4624400362668724,0.4143062495422907,117.54467100627211,5926.536060945369,1,2,1,0,0,0,0,11.0,0.2586551606655121,435,382,True,False,False,274,75,111,88,57989.984375,211.64227294921875,1291.59765625,347.63720703125,55.414154052734375,105.3800048828125,81.43171691894531,103.36663818359375,0.7881780041322488
81,81,True,12,nue,6.113307952880859,0.91827918037337,0.28184127989303837,-0.2780806355017656,106.37012882977417,3648.06844429582,5.886169296663191,0.9176821304359729,0.3292128098881843,-0.22243748174266934,109.22100322983606,4243.439895163059,13,28,1,1,2,7,2,11.0,5.085044860839844,10623,9151,False,False,False,4557,1147,1720,1690,1363575.625,299.2265930175781,10273.4755859375,393.25189208984375,57.24412155151367,407.7790222167969,480.5412292480469,575.04052734375,11.587992560653444
82,82,False,16,nutau,0.3898269832134247,-0.2144172892381364,-0.9561176057075577,0.19966058732713562,17.03663732994887,17.255198327888138,0.10048507625713209,-0.05988423574184392,-0.9977227008952787,0.031036920398865787,3.867498203006087,16.5375635606415,4,5,0,1,0,3,0,,,31,25,False,False,False,27,8,10,9,2900.454345703125,107.42423248291016,298.5543212890625,143.28640747070312,60.14052963256836,45.580078125,98.1566162109375,44.653564453125,0.18843378431077296
83,83,True,12,nue,1.2582707405090332,-0.604172356486344,-0.6266933857496026,-0.49216985270883645,51.19341431878905,26.276282151965006,0.7103790519026512,-0.16416920417860986,-0.9779228695212043,-0.12928779395896453,12.061774202428449,16.871501135412473,2,3,1,1,0,0,0,11.0,1.020175814628601,7097,5804,True,True,True,990,288,474,228,284929.1875,287.8072509765625,5094.94091796875,109.9056167602539,14.697951316833496,159.58197021484375,290.43701171875,106.40760803222656,9.007728896691129
84,84,False,12,nue,0.19036391377449036,0.36358986410487487,-0.5351181359291354,-0.7625293380060377,57.648076545124034,30.735670563734857,0.00736911507917754,0.4337197627280321,0.8100247682193302,0.3946479979555957,144.09835140905918,10339.2614974852,4,5,0,0,0,4,0,,,36,25,False,False,False,28,9,8,11,3054.647705078125,109.09455871582031,286.80352783203125,55.30010986328125,14.272627830505371,76.1610107421875,57.404083251953125,89.13970184326172,0.5063281080132489
85,85,False,-14,numu,1.1022744178771973,-0.6870580507371705,-0.24224232556071792,0.6850327660952977,75.98107789189474,66.7576705223139,0.31632665746738975,-0.6225822618966598,-0.4884911683223398,-0.6113654436118504,60.75854139482218,33.63938231650127,13,14,0,3,0,10,0,,,1347,1192,False,False,False,443,147,150,146,92845.2109375,209.58287048339844,3474.079833984375,85.43142700195312,11.683216094970703,136.1109619140625,86.4891357421875,183.49407958984375,5.185445398095389
86,86,True,12,nue,3.3464653491973877,-0.33769482787808364,-0.9308714327125597,-0.13942947674024309,21.42893462905654,17.7218004543156,2.7928652642776584,-0.34686803460441873,-0.9370677699805137,-0.03983165868269803,20.435182826987322,17.6049612596089,26,51,1,1,2,22,0,11.0,0.2623136639595032,10886,8805,False,False,False,2840,809,1139,892,817906.0,287.99505615234375,11988.8544921875,394.4845275878906,42.46535873413086,377.0479736328125,312.37957763671875,751.6939697265625,7.199268415837302
87,87,False,14,numu,0.19397276639938354,-0.7097990040634867,-0.16915642808999032,0.683791983476202,80.26122436405186,93.60327578596502,0.22061792368535854,-0.0024563209718407547,0.9877196480910211,0.15621735902975908,171.01147395572744,12599.265202151195,5,6,0,1,0,4,0,,,43,33,False,False,False,30,9,11,10,5014.5419921875,167.15139770507812,809.4902954101562,13.079086303710938,4.70572566986084,50.2950439453125,30.80218505859375,55.5372314453125,2.29373820948701
88,88,True,12,nue,0.5491522550582886,0.3060350819932661,-0.7294127846727358,0.6118002273171693,43.16281171128109,22.59529066990399,0.40574950123420767,0.31634348568234344,-0.5541021326894747,0.7699984581902231,56.35110584242065,29.691579221867414,3,4,1,1,0,1,0,11.0,0.44516807794570923,740,696,False,False,False,597,146,225,226,157819.953125,264.35504150390625,3861.133056640625,184.07321166992188,47.20608901977539,93.884033203125,92.4066162109375,98.9403076171875,3.2432747523878382
89,89,False,12,nue,0.27280524373054504,-0.6756586662783614,-0.40140139259060525,0.6183545008401483,66.33418443001037,40.83315720587234,0.006001160592253761,0.1528898602993852,-0.7721748944387282,0.6167419419953319,39.45040379153209,21.3495560800593,8,14,0,0,0,8,0,,,11,8,False,False,False,36,5,15,16,3414.531005859375,94.84808349609375,234.2742156982422,670.6517333984375,279.42156982421875,48.8580322265625,378.96038818359375,448.4986572265625,0.053679127641368854
90,90,False,-16,nutau,31.791807174682617,0.6162236749436344,0.02487557279667793,-0.7871782443112864,91.4254123661344,643.8010731219667,,,,,,,46,334,0,1,4,37,4,,,24946,0,False,False,False,12814,3985,4288,4541,3960780.5,309.097900390625,8377.1142578125,683.7154541015625,57.150142669677734,882.6179809570312,1026.80322265625,927.4723510742188,18.74171473400182
91,91,True,12,nue,0.6671566963195801,-0.9059714859776958,-0.411732249732061,-0.09844907884760362,65.68630143616276,39.82412092787581,0.49758220395662517,-0.10815940409223551,-0.11132162548246921,0.9878810854583427,83.6084929119516,135.47004413340335,59,127,1,8,2,44,4,11.0,0.32867082953453064,837,732,False,False,False,557,157,206,194,141347.578125,253.76585388183594,5096.35595703125,490.96954345703125,32.581634521484375,131.32098388671875,428.27081298828125,122.65863037109375,1.1344899239126585
92,92,True,12,nue,8.787850379943848,0.05162028979673177,0.966670937935764,-0.25076411910736307,165.16584426526802,12331.488421963935,,,,,,,25,28,1,2,0,22,0,11.0,5.082329750061035,22428,0,False,False,False,5655,1213,1965,2477,2196508.5,388.4188232421875,13972.404296875,330.3468017578125,35.205848693847656,653.1019897460938,480.06683349609375,1028.97216796875,17.118373690646038
93,93,False,16,nutau,2.657932758331299,0.3366304975363462,0.48323518126233855,-0.8081854166704487,118.89691085745223,6189.934264101791,31.79318707505915,0.012049910468146848,-0.9998508509611282,-0.012372368003632787,0.9895853511783974,16.50245496530988,25,26,0,2,0,21,2,,,291,219,False,False,False,275,91,115,69,86462.453125,314.408935546875,3815.66015625,275.9474792480469,59.177513122558594,433.57000732421875,309.57171630859375,398.71142578125,0.996566450794808
94,94,True,-12,nue,0.9901788234710693,-0.5139507534552241,-0.8094129211909235,-0.28408686353294027,35.96138817237576,20.371301978930205,0.613194946119036,-0.2942719215382806,-0.9486513859377769,-0.11603699475815084,18.440729949327327,17.39061458083779,21,25,1,2,0,18,0,-11.0,0.7254779934883118,1103,959,False,False,False,598,156,223,219,158170.234375,264.49871826171875,4024.385986328125,484.9487609863281,91.44126892089844,679.447021484375,471.5827331542969,646.5875854492188,1.2331199667027484
95,95,False,12,nue,0.21489809453487396,-0.46007634804427777,-0.21914349555651588,-0.8604102988258056,77.34126864041272,73.45774531152438,0.12230052632397773,0.020674226994928463,0.9628197228208547,0.26935247852086835,164.32712000886292,12282.495871017869,14,15,0,3,0,10,1,,,81,61,False,False,False,74,22,29,23,10869.2998046875,146.88243103027344,535.5236206054688,95.80757141113281,29.188514709472656,117.83404541015625,60.670989990234375,170.72872924804688,0.772381544694924
